'state_id','county_id','value','start_date','end_date','source','dataset'),
(13,27,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,29,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,31,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,33,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,35,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,37,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,39,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,43,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,45,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,47,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
(13,49,3449.9059089198345,'2018-01-01','2018-12-31',14,85),
